AADFYear,CP,ONS GOR Name,ONS LA Name,Road,RCat,S Ref E,S Ref N,A-Junction,B-Junction,LenNet,LenNet_miles,FdPC,Fd2WMV,FdCar,FdBUS,FdLGV,FdHGVR2,FdHGVR3,FdHGVR4,FdHGVA3,FdHGVA5,FdHGVA6,FdHGV,FdAll_MV
2013,82129,Scotland,Comhairle nan Eilean Siar,A888,PR,69987,800378,N/A,N/A,6.1,3.8,13,11,396,32,104,30,35,17,5,1,0,88,631
2013,82128,Scotland,Comhairle nan Eilean Siar,A888,PR,70630,800000,N/A,N/A,7.4,4.6,13,11,396,32,104,30,35,17,5,1,0,88,631
2012,74455,Scotland,Comhairle nan Eilean Siar,A888,PR,70630,800000,N/A,N/A,20.6,12.8,13,10,395,29,97,31,34,15,5,1,0,87,617
2013,82130,Scotland,Comhairle nan Eilean Siar,A888,PR,70923,802919,N/A,N/A,7.1,4.4,13,11,396,32,104,30,35,17,5,1,0,88,631
2013,1140,Scotland,Comhairle nan Eilean Siar,A865,PR,74900,868400,A867,B893,33.4,20.8,8,0,656,10,66,3,3,0,4,0,1,11,743
2013,20943,Scotland,Comhairle nan Eilean Siar,A865,PR,75500,830000,B888 Dalabrog,B890 north of Stadhlaigearraidh,19.9,12.4,3,1,664,14,138,4,6,2,0,0,2,14,831
2013,50913,Scotland,Comhairle nan Eilean Siar,A865,PR,77100,820500,Lochboisdale ferry,B888,4.7,2.9,0,0,610,32,343,31,9,0,0,0,0,40,1025
2013,40953,Scotland,Comhairle nan Eilean Siar,A865,PR,79900,846600,B890,B892,10.6,6.6,0,22,1296,37,260,15,16,1,0,19,9,60,1675
2013,10953,Scotland,Comhairle nan Eilean Siar,A865,PR,80000,850400,B892,B892,7.3,4.5,1,4,800,17,316,44,24,4,1,4,10,87,1224
2013,30954,Scotland,Comhairle nan Eilean Siar,A867,PR,81200,864100,A865,B894,0.8,0.5,0,0,721,18,113,6,12,3,0,1,3,25,877
2013,30953,Scotland,Comhairle nan Eilean Siar,A865,PR,81300,855650,B892,A867,13.2,8.2,18,18,343,82,258,148,128,78,24,10,8,396,1097
2013,1141,Scotland,Comhairle nan Eilean Siar,A867,PR,81910,864600,B894,A865,11.4,7.1,38,12,466,43,210,101,41,13,8,1,0,164,895
2013,990187,Scotland,Comhairle nan Eilean Siar,B893,BR,89000,877100,22,2,236,2,56,0,4,0,0,1,3,8,304,,,,
2013,50915,Scotland,Comhairle nan Eilean Siar,A865,PR,89500,870700,B893,A867,7,4.3,11,5,379,7,98,9,12,4,1,1,5,32,521
2013,51,South West,Isles of Scilly,A3111,PR,90200,10585,"Pierhead, Hugh Town",A3112,0.3,0.2,285,92,527,26,326,38,0,0,0,0,0,38,1009
2013,52,South West,Isles of Scilly,A3112,PR,91000,10240,A3111,A3110,2,1.2,105,76,614,9,191,10,0,0,0,0,0,10,900
2013,53,South West,Isles of Scilly,A3111,PR,91000,10775,A3112,A3110,1.2,0.7,219,170,753,48,377,34,0,0,0,0,0,34,1382
2013,20942,Scotland,Comhairle nan Eilean Siar,A865,PR,91200,869000,A867,Pier,1.5,0.9,16,1,610,5,129,5,10,0,0,0,12,27,772
2013,54,South West,Isles of Scilly,A3110,PR,91515,10820,A3111,A3112,0.2,0.1,73,52,335,6,216,32,0,0,0,0,0,32,641
2013,55,South West,Isles of Scilly,A3110,PR,91800,10890,A3111,A3112,4,2.5,40,20,162,0,130,14,0,0,0,0,0,14,326
2009,990000,South West,Isles of Scilly,U,UR,91980,11760,68,12,151,11,73,23,1,0,0,0,0,24,271,,,,
2013,40948,Scotland,Comhairle nan Eilean Siar,A859,PR,100800,893000,Roghadal,A868,31.9,19.8,11,3,420,9,134,3,7,1,0,2,2,15,581
2013,10948,Scotland,Comhairle nan Eilean Siar,A859,PR,115200,900100,A868,B887,5,3.1,35,25,540,71,290,132,69,30,19,10,7,267,1193
2013,30948,Scotland,Comhairle nan Eilean Siar,A859,PR,120000,912100,B887,B8060,27.9,17.3,2,0,568,9,145,16,13,7,0,0,10,46,768
2013,40947,Scotland,Comhairle nan Eilean Siar,A858,PR,120700,936700,B8011,C-road to Carlabhagh pier,13.4,8.3,2,7,366,16,67,1,8,4,0,1,0,14,470
2013,50925,Scotland,Highland,A850,PR,125000,848100,end of A-road status,A863,1.5,0.9,4,4,521,17,40,2,4,0,0,0,0,6,588
2013,40952,Scotland,Highland,A863,PR,126000,846750,A850,B884,2,1.2,4,8,863,26,180,27,3,2,0,0,0,32,1109
2013,10942,Scotland,Argyll,A847,PR,126460,661000,"end of road, Portnahaven",B8018,16.6,10.3,15,7,919,14,193,34,6,5,0,1,3,49,1182
2013,10952,Scotland,Highland,A863,PR,127000,846330,B884,C-road to A850 at Horneval,1.1,0.7,0,5,825,12,115,25,11,1,1,3,2,43,1000
2013,20944,Scotland,Highland,A850,PR,127000,847970,A863,C-road to A863 at Lonmore,2.5,1.6,3,13,891,22,108,22,1,0,1,2,0,26,1060
2013,40944,Scotland,Highland,A850,PR,127700,850000,C-road Horneval,B836,2.8,1.7,0,0,623,17,201,12,4,1,0,2,0,19,860
2013,30942,Scotland,Argyll,A847,PR,128000,663250,B8018,B8017,2.6,1.6,3,16,889,14,214,60,7,7,10,5,6,95,1228
2013,1129,Scotland,Argyll,A847,PR,130000,662930,B8017,A846,4.1,2.5,9,12,901,15,200,46,8,12,2,3,4,75,1203
2013,10947,Scotland,Comhairle nan Eilean Siar,A858,PR,130000,929660,C-road Acha Mor,B8011,8,5,0,0,709,17,261,39,18,1,0,7,4,69,1056
2013,20947,Scotland,Comhairle nan Eilean Siar,A858,PR,130000,947700,"Pentland Rd, Carlabhagh",A857,18.7,11.6,2,0,757,22,245,30,13,0,0,1,0,44,1068
2013,20938,Scotland,Argyll,A846,PR,131400,660000,B8016,B8016,17.6,10.9,6,8,1632,52,325,64,17,2,2,4,7,96,2113
2013,30952,Scotland,Highland,A863,PR,131700,840630,C-road to Horneval,B885,13,8.1,1,8,635,8,97,8,3,0,0,0,0,11,759
2008,80412,Scotland,Comhairle nan Eilean Siar,A858,PR,133200,928200,A858,A859,5.1,3.16,3,7,2012,74,459,50,35,4,11,6,9,115,2667
2013,40941,Scotland,Argyll,A846,PR,133640,662200,B8016,A847,1.1,0.7,12,9,1499,52,335,55,10,6,8,17,25,121,2016
2005,943401,Scotland,Comhairle nan Eilean Siar,C,CR,134010,927710,6,1,889,13,206,29,18,0,5,2,2,56,1165,,,,
2013,80413,Scotland,Comhairle nan Eilean Siar,A859,PR,134470,922400,B8060,A858,13.9,8.6,3,22,1031,75,532,101,85,18,8,3,1,216,1876
2004,1135,Scotland,Comhairle nan Eilean Siar,A859,PR,134470,922400,B8060,B897,18.8,11.68,2,4,983,22,255,48,7,0,3,6,4,68,1332
2013,10944,Scotland,Highland,A850,PR,134480,851100,B836,A87,22.3,13.9,0,0,918,23,234,16,18,5,0,0,2,41,1216
2013,996010,Scotland,Comhairle nan Eilean Siar,U,UR,134577,922388,0,0,192,0,37,4,4,0,0,0,0,8,237,,,,
2012,96010,Scotland,Comhairle nan Eilean Siar,U,UR,134577,922388,0,0,177,0,25,0,0,4,0,0,0,4,206,,,,
2013,26335,South West,Cornwall excluding Isles of Scilly,A30,PR,135000,25029,end,B3306,4,2.5,31,54,1400,84,65,14,7,0,0,1,0,22,1625
2013,30946,Scotland,Comhairle nan Eilean Siar,A857,PR,136560,950900,A858,B8013,24,14.9,4,3,1408,23,149,7,10,4,0,0,3,24,1607
2013,81294,Scotland,Comhairle nan Eilean Siar,A858,PR,136696,933767,C-road to Acha Mor,A859,12.2,7.6,0,0,709,17,261,39,18,1,0,7,4,69,1056
2012,81294,Scotland,Comhairle nan Eilean Siar,A858,PR,136696,933767,,,12.2,7.58,0,0,707,16,243,40,17,1,0,7,3,68,1034
2013,946853,South West,Cornwall excluding Isles of Scilly,B3315,BR,136801,24616,8,14,704,11,123,15,1,3,0,0,0,19,871,,,,
2013,946834,South West,Cornwall excluding Isles of Scilly,B3306,BR,136909,32784,0,33,1240,13,235,18,2,0,1,0,0,21,1542,,,,
2013,946837,South West,Cornwall excluding Isles of Scilly,B3306,BR,137128,30028,50,36,1301,16,223,50,2,0,2,1,0,55,1631,,,,
2013,50930,Scotland,Argyll,A846,PR,137500,645400,Ardbeg pier,B8016,7.4,4.6,11,4,583,12,126,14,0,1,0,0,15,30,755
2004,50921,Scotland,Comhairle nan Eilean Siar,A859,PR,138700,930700,B897,A958,4.4,2.73,3,5,2277,54,514,59,19,5,4,16,13,116,2966
2013,20945,Scotland,Highland,A855,PR,138830,866000,A87,C-road Brogaig,22.5,14,8,15,524,12,92,10,2,0,0,0,0,12,655
2013,1133,Scotland,Highland,A87,TR,138860,864000,ferry,A855,1.4,0.9,12,28,1028,33,110,22,6,2,1,1,6,38,1237
2013,10941,Scotland,Argyll,A846,PR,138900,665800,A847,Port Askaig ferry,12.4,7.7,10,9,665,15,122,49,8,59,5,7,29,157,968
2013,30943,Scotland,Argyll,A849,PR,139500,722360,Fionnphort ferry,B8035,29,18,4,0,353,22,69,17,2,0,2,0,0,21,465
2013,80414,Scotland,Comhairle nan Eilean Siar,A859,PR,139800,931800,A858,A859,9.2,5.7,4,14,351,34,153,31,21,7,0,0,0,59,611
2013,1139,Scotland,Highland,A863,PR,140000,833000,B885,B8009,11.5,7.1,0,0,420,0,80,19,13,7,0,6,8,53,553
2013,46337,South West,Cornwall excluding Isles of Scilly,A30,PR,140000,27559,B3306,B3283,6,3.7,6,21,1911,17,418,47,39,6,12,7,6,117,2484
2013,47641,South West,Cornwall excluding Isles of Scilly,A3071,PR,140000,31467,B3306,A30,9.9,6.2,4,17,2923,58,699,61,19,5,1,2,4,92,3789
2013,10946,Scotland,Comhairle nan Eilean Siar,A857,PR,140300,939400,A858,A858,16,9.9,5,13,1678,76,687,64,37,7,0,2,4,114,2568
2004,30947,Scotland,Comhairle nan Eilean Siar,A858,PR,140330,934000,C-road to Acha Mor,A859,12.4,7.7,0,10,290,24,44,5,0,0,0,0,0,5,373
2009,966127,South West,Cornwall excluding Isles of Scilly,B3283,BR,141135,26000,28,20,2361,8,278,31,4,3,23,1,2,64,2731,,,,
2008,946842,South West,Cornwall excluding Isles of Scilly,B3306,BR,141223,35984,25,14,817,19,91,16,2,0,2,0,0,20,961,,,,
2013,50924,Scotland,Highland,A87,TR,141380,852800,A855,A850,18.4,11.4,4,34,996,27,233,38,2,0,0,1,12,53,1343
2013,1134,Scotland,Comhairle nan Eilean Siar,A858,PR,142000,934100,A859,A857,1.3,0.8,37,49,5351,73,891,91,62,13,0,3,19,188,6552
2013,50916,Scotland,Highland,A863,PR,142000,831090,B8009,A87,8,5,8,38,852,17,189,37,8,6,0,2,2,55,1151
2013,50923,Scotland,Comhairle nan Eilean Siar,A857,PR,142300,933000,A866,B8027,1.6,1,30,98,7079,119,719,31,13,0,0,0,11,55,8070
2013,40946,Scotland,Comhairle nan Eilean Siar,A857,PR,142400,935100,A858,B895,1.6,1,6,8,7035,148,809,67,50,2,0,2,3,124,8124
2013,20946,Scotland,Comhairle nan Eilean Siar,A857,PR,142500,933700,B8027,A858,0.4,0.2,55,70,15376,193,1685,75,64,13,1,7,19,179,17503
2012,990186,Scotland,Comhairle nan Eilean Siar,B8027,BR,142660,933210,40,22,7138,91,1630,252,105,6,10,8,9,390,9270,,,,
2013,16307,South West,Cornwall excluding Isles of Scilly,A30,PR,145000,29262,B3283,B3315,2.8,1.7,14,20,4009,46,779,108,68,4,6,3,4,193,5047
2013,30944,Scotland,Highland,A87,TR,145000,847800,A850,A855,6.3,3.9,5,20,2157,44,438,64,19,1,0,6,4,94,2753
2009,969015,South West,Cornwall excluding Isles of Scilly,C167,CR,145261,31257,38,30,1066,48,118,17,0,0,3,0,0,20,1282,,,,
2013,36335,South West,Cornwall excluding Isles of Scilly,A30,PR,145585,29600,B3315,A3071,0.7,0.4,30,93,7121,51,1172,115,29,13,15,5,4,181,8618
2009,946048,South West,Cornwall excluding Isles of Scilly,U,UR,145840,32710,6,5,293,4,24,5,0,1,6,0,0,12,338,,,,
2013,28751,South West,Cornwall excluding Isles of Scilly,A30,PU,145855,30000,A3071,Jelbert Way roundabout,4.5,2.8,20,117,9071,74,2251,194,56,23,12,7,7,299,11812
2009,61528,South West,Cornwall excluding Isles of Scilly,U,UU,146024,30030,10,19,922,16,159,4,0,0,0,0,0,4,1120,,,,
2013,946907,South West,Cornwall excluding Isles of Scilly,U,UU,146991,29877,10,0,182,0,10,0,0,0,0,0,0,0,192,,,,
2013,50928,Scotland,Highland,A87,TR,147650,840100,B883,A863,11.5,7.1,5,106,1388,36,224,72,12,3,2,3,13,105,1859
2013,1131,Scotland,Highland,A87,TR,147700,842000,B883,A855,3,1.9,10,30,2382,122,561,100,39,11,3,13,19,185,3280
2013,30941,Scotland,Argyll,A846,PR,149000,663840,Feolin ferry,Lussagiven,37.2,23.1,6,0,110,15,36,10,2,0,1,3,1,17,178
2013,940395,Scotland,Comhairle nan Eilean Siar,B895,BR,149860,943130,0,0,415,15,63,3,1,0,0,0,0,4,497,,,,
2013,8624,South West,Cornwall excluding Isles of Scilly,A30,TR,150000,31764,Jelbert Way roundabout,A394,1.7,1.1,40,192,24810,91,3613,389,52,21,27,73,46,608,29314
2013,80335,Scotland,Comhairle nan Eilean Siar,A866,PR,150000,932360,B8027,"end of A-road status, Brocair",16.6,10.3,2,8,1785,44,191,5,6,0,0,0,0,11,2039
2009,969118,South West,Cornwall excluding Isles of Scilly,B3306,BR,151210,40200,29,106,5074,77,593,35,0,0,1,0,0,36,5886,,,,
2013,40945,Scotland,Highland,A855,PR,151270,856200,C-road Brogaig,A87 Portree,30,18.6,2,32,679,17,93,17,3,5,2,2,0,29,850
2013,990382,Scotland,Comhairle nan Eilean Siar,C,CR,151370,933000,4,10,639,15,69,1,0,0,0,0,0,1,734,,,,
2013,37686,South West,Cornwall excluding Isles of Scilly,A3074,PU,152000,39903,B3306,Trencrom Lane,3,1.9,43,122,9240,258,1322,59,10,0,1,0,0,70,11012
2013,36334,South West,Cornwall excluding Isles of Scilly,A30,TR,153090,35000,A394,A3074,5.9,3.7,29,188,15179,192,2837,427,174,57,15,52,82,807,19203
2013,80334,Scotland,Comhairle nan Eilean Siar,A857,PR,153300,963600,B8013,Port Nis harbour,1.2,0.7,0,4,332,16,106,8,2,0,0,0,0,10,468
2013,80650,South West,Cornwall excluding Isles of Scilly,A3074,PR,154520,37180,Trencrom Lane,A30(T),3.2,2,20,81,10007,176,1495,85,17,3,2,4,2,113,11872
2013,40942,Scotland,Argyll,A848,PR,154600,749200,Tobermory pier,A849,15.8,9.8,1,1,522,22,132,12,0,1,0,0,0,13,690
2013,48321,South West,Cornwall excluding Isles of Scilly,A30,TR,155000,36126,A3074,B3301 roundabout,4.7,2.9,6,94,17200,106,2742,469,154,33,18,123,32,829,20971
2009,931953,South West,Cornwall excluding Isles of Scilly,U,UR,155020,35117,31,20,1222,9,168,4,2,0,1,0,0,7,1426,,,,
2013,74342,Scotland,Argyll,A848,PR,157520,743260,A849,end,1,0.6,41,0,458,1,98,24,6,2,0,0,0,32,589
2008,946852,South West,Cornwall excluding Isles of Scilly,B3301,BR,158685,41715,55,48,1858,17,189,27,9,25,7,0,0,68,2180,,,,
2009,940858,South West,Cornwall excluding Isles of Scilly,B3302,BR,159200,34652,19,43,3085,29,461,49,13,14,5,4,6,91,3709,,,,
2013,20939,Scotland,Argyll,A849,PR,160000,743000,A884,A848,10,6.2,4,14,792,33,174,61,18,12,2,2,0,95,1108
2013,20940,Scotland,Highland,A87,TR,160000,826680,A863,B8083,26.2,16.3,25,74,2286,97,436,84,33,7,5,15,21,165,3058
2013,48389,South West,Cornwall excluding Isles of Scilly,A30,TR,160000,39512,B3301 roundabout,A3047,6.3,3.9,12,157,21375,105,3940,476,112,35,20,135,59,837,26414
2013,99106,South West,Cornwall excluding Isles of Scilly,A394,PR,160000,28677,A30,B3304 roundabout,17.2,10.7,19,134,6460,77,1183,114,53,6,7,12,9,201,8055
2005,931622,South West,Cornwall excluding Isles of Scilly,C99,CR,160885,31324,12,19,997,28,139,16,3,0,3,0,0,22,1205,,,,
2013,77981,South West,Cornwall excluding Isles of Scilly,A3047,PR,163400,40380,A30(T),Weeth Rd,0.5,0.3,15,157,7684,187,1692,88,15,4,2,1,1,111,9831
2013,10945,Scotland,Highland,A851,PR,163710,803750,Ferry,C-road to Aird of Sleat,0.4,0.2,13,25,626,25,39,5,0,0,0,2,1,8,723
2013,946838,South West,Cornwall excluding Isles of Scilly,B3303,BR,163742,35360,17,26,2710,24,578,80,4,1,6,0,3,94,3432,,,,
2013,990383,Scotland,Highland,B8083,BR,163750,823100,3,16,414,9,95,0,4,0,0,0,1,5,539,,,,
2013,946906,South West,Cornwall excluding Isles of Scilly,U,UU,163776,40508,2,5,254,0,41,0,0,0,0,0,0,0,300,,,,
2013,6331,South West,Cornwall excluding Isles of Scilly,A3047,PU,164000,40361,Weeth Rd,B3303,1.7,1.1,17,173,8444,206,1859,97,17,5,2,1,1,123,10805
2013,946846,South West,Cornwall excluding Isles of Scilly,B3303,BR,164071,38202,26,83,3726,22,552,96,6,3,3,2,2,112,4495,,,,
2009,96022,South West,Cornwall excluding Isles of Scilly,U,UU,164350,40500,7,10,585,2,60,2,1,0,1,0,0,4,661,,,,
2013,16305,South West,Cornwall excluding Isles of Scilly,A30,TR,165000,41272,A3047 Treswithian Road intersection,A3047 Tolvaddon Road intersection,2.9,1.8,2,150,19133,78,3761,632,185,65,57,107,103,1149,24271
2013,80387,Scotland,Highland,A87,TR,165000,823130,B8083,A851,2.5,1.6,16,73,4010,118,829,159,30,7,4,13,24,237,5267
2011,16305,South West,Cornwall excluding Isles of Scilly,A30,TR,165000,41272,A3047 Treswithian Rd intersection,A3047 Tolvaddon Rd intersection,2.9,1.8,5,346,25863,121,4277,547,95,57,73,119,105,996,31603
2009,96023,South West,Cornwall excluding Isles of Scilly,B3303,BU,165070,40000,65,142,8060,306,1218,110,23,5,5,2,3,148,9874,,,,
2008,946908,South West,Cornwall excluding Isles of Scilly,U,UU,165897,28644,7,16,1091,17,91,11,0,0,1,2,0,14,1229,,,,
2013,40957,Scotland,Argyll,A884,PR,166000,742200,A849,Sgeig Mhor ferry,1.4,0.9,11,9,190,23,55,6,3,1,0,0,0,10,287
2013,37668,South West,Cornwall excluding Isles of Scilly,A3047,PU,166022,41083,B3303,A3047 Tolvaddon Rd,1.6,1,64,351,12897,230,2226,213,37,4,4,4,3,265,15969
2013,17851,South West,Cornwall excluding Isles of Scilly,A394,PR,166200,26970,B3304 roundabout,A3083,1.4,0.9,64,141,9994,75,1622,319,49,12,14,8,31,433,12265
2013,27626,South West,Cornwall excluding Isles of Scilly,A3047,PR,166200,41428,A3047 Trevenson rd,A30,0.9,0.6,7,91,9843,143,2225,199,24,32,9,35,34,333,12635
2009,96025,South West,Cornwall excluding Isles of Scilly,U,UR,166300,27664,14,13,341,2,61,0,0,0,0,0,0,0,417,,,,
2005,18307,South West,Cornwall excluding Isles of Scilly,A394,PR,166649,27000,A3083,Godolphin Rd roundabout,1.7,1.05,57,189,13215,84,1302,258,58,24,22,21,36,419,15209
2013,30945,Scotland,Highland,A851,PR,167200,810000,C-road to Ardvaser,C-road to Camuscross,11,6.8,15,14,931,21,196,15,0,0,0,1,2,18,1180
2013,7592,South West,Cornwall excluding Isles of Scilly,A3083,PR,167394,25000,B3293,A394,3.5,2.2,205,168,10894,70,1422,220,36,13,18,6,9,302,12856
2013,80851,Scotland,Highland,A830,TR,167650,795300,C-road in Mallaig,B8008,11.9,7.4,24,22,1358,59,247,35,9,0,1,4,24,73,1759
2004,80350,Scotland,Highland,A830,TR,167650,795300,"C-road to Morroch, Arisaig",B8008,15.2,9.44,3,47,1724,22,169,43,7,2,0,9,10,71,2033
2013,80475,South West,Cornwall excluding Isles of Scilly,A394,PR,167710,28660,A394,A3083,15.1,9.4,13,91,9261,72,1694,216,287,78,13,21,22,637,11755
2013,10956,Scotland,Highland,A884,PR,167800,744900,Pier,B849,1.1,0.7,5,36,413,7,88,12,4,5,1,2,2,26,570
2013,946887,South West,Cornwall excluding Isles of Scilly,C,CU,167896,43440,25,33,2303,38,392,46,3,0,1,0,0,50,2816,,,,
2013,50929,Scotland,Argyll,A849,PR,167900,739850,"ferry, Craignure",A884,7,4.3,10,28,893,75,102,79,23,3,0,5,5,115,1213
2013,27869,South West,Cornwall excluding Isles of Scilly,A30,TR,168000,42425,A3047,A3047,4,2.5,9,321,24840,203,5308,743,177,116,53,171,136,1396,32068
2013,57626,South West,Cornwall excluding Isles of Scilly,A3047,PU,168000,41626,A3047 Tolvaddon Rd,Blowinghouse Hill roundabout,2.6,1.6,89,274,13671,358,3806,342,86,65,15,24,56,588,18697
2005,7039,South West,Cornwall excluding Isles of Scilly,A394,PR,168000,28738,Godolphin Rd roundabout,A39,13.4,8.32,6,119,8423,73,1138,200,83,36,9,31,26,385,10138
2009,979266,South West,Cornwall excluding Isles of Scilly,B3296,BR,168083,19206,24,27,2360,24,365,15,3,0,5,0,0,23,2799,,,,
2013,946835,South West,Cornwall excluding Isles of Scilly,B3297,BR,168241,36505,3,87,4408,20,1146,98,12,8,4,14,13,149,5810,,,,
2013,17540,South West,Cornwall excluding Isles of Scilly,A3047,PR,168970,42000,Blowinghouse Hill roundabout,A393,0.6,0.4,49,221,13368,28,2707,368,103,60,9,45,48,633,16957
2013,20949,Scotland,Highland,A861,PR,169030,765000,B8007,B8044,4.7,2.9,6,4,551,12,88,8,0,2,1,0,0,11,666
2013,75155,South West,Cornwall excluding Isles of Scilly,A3047,PR,169150,42410,A393,A393,0.3,0.2,69,203,15059,26,3012,468,110,45,15,44,44,726,19026
2001,75153,South West,Cornwall excluding Isles of Scilly,A393,PR,169180,42550,Tolgus Vean,A3047,0.3,0.18,36,27,2396,13,314,35,3,1,4,3,4,50,2800
2013,40949,Scotland,Highland,A861,PR,169200,764400,A884,B8007,18,11.2,0,25,375,7,125,13,3,0,1,3,0,20,552
