Road,S Ref E,S Ref N,Score
A72,311400,643300,-0.828558732
A218,525230,174430,-0.828381708
A34,444850,168150,-0.828052264
A34,445250,168250,-0.828052264
A5039,334200,390260,-0.828051673
A145,642220,290200,-0.827919659
A2034,622240,136200,-0.827919659
A168,441950,454000,-0.827795317
A161,478240,413780,-0.827686257
A4075,207007,209936,-0.827686257
M57,345600,392830,-0.827439714
A846,131400,660000,-0.82725002
A512,453220,319800,-0.82699556
A40,194300,235000,-0.826987242
A697,395600,630000,-0.826922842
A823,300560,702000,-0.826268486
A891,257000,679400,-0.826050367
A386,256630,95000,-0.825723189
A75,276000,563250,-0.825655965
M4,272940,194000,-0.82521841
A6071,340000,567300,-0.825068833
A912,316660,711200,-0.825068833
A77,218370,597700,-0.824697446
A683,361253,475000,-0.824523537
A970,442460,1141000,-0.824523537
A458,302800,310000,-0.82437794
A1088,597800,263240,-0.824305418
A627,388800,408577,-0.824205183
A489,320000,290818,-0.824087299
A3100,494100,141900,-0.82397824
A909,320000,687500,-0.823869181
A83,230800,704280,-0.823845429
A486,240000,254838,-0.823651062
A990,340000,864370,-0.823542003
M48,350000,191150,-0.823523204
A396,295000,120560,-0.823432943
A5104,320000,352000,-0.823432943
A5104,323395,354895,-0.823432943
A4112,335300,250000,-0.823214825
A4112,355000,263280,-0.823105765
A4112,359260,267000,-0.823105765
A4112,359560,268630,-0.823105765
A1303,557800,260070,-0.822887647
A1090,556214,178452,-0.822837117
A52,410000,347670,-0.822560469
A34,446290,141790,-0.822460901
A40,260000,223660,-0.822301147
A857,140300,939400,-0.822233291
A907,300000,690000,-0.822124231
A295,559100,109530,-0.822045033
A485,260000,252250,-0.822015172
A4139,213471,200443,-0.821687994
A7,350740,615750,-0.821442175
A601,434800,336090,-0.821318955
A1090,555000,178400,-0.821186941
A698,388769,643344,-0.82070646
A76,256000,619900,-0.820703615
A302,531693,179262,-0.820658885
A449,386950,258240,-0.820597401
A970,440850,1163510,-0.820597401
A228,568785,158200,-0.820270223
M40,490560,190320,-0.820269187
A6105,374200,650200,-0.820161163
A4067,287500,220000,-0.819943045
M6,354000,434800,-0.819762574
A97,351830,835000,-0.819724926
A57,334650,390750,-0.819668779
A154,628250,234000,-0.819272737
A40,395680,221500,-0.819074716
A75,255000,552950,-0.819052832
A356,346330,107800,-0.818961511
A356,357750,98200,-0.818961511
A4078,316170,234999,-0.818961511
M57,343240,392920,-0.818866258
A915,345000,706400,-0.818852452
A487,268660,340000,-0.818839827
A487,240000,254000,-0.818786576
A81,250700,685600,-0.818743392
A120,624300,231830,-0.817820582
A5128,489320,268100,-0.817688568
A965,330000,1011660,-0.81754374
A299,610880,164500,-0.81743468
A9,274750,888000,-0.817402048
A961,345280,1010020,-0.817216562
A1,488581,336387,-0.817189044
A95,302000,826010,-0.816550031
A427,499990,288725,-0.816344087
A5108,251030,386000,-0.816125968
A494,300000,340480,-0.815857767
A494,302914,342620,-0.815857767
A930,356000,734530,-0.815840371
A458,322222,306000,-0.815751265
M57,346235,389615,-0.815690182
A97,360370,847000,-0.815689731
A97,360500,849400,-0.815689731
A97,360890,851000,-0.815689731
A482,258620,246180,-0.815362553
A6,349100,485360,-0.815253494
A136,623700,232000,-0.815246308
A154,629000,232990,-0.81498228
M80,278799,679465,-0.814560045
A469,315060,202000,-0.814490078
A525,304020,374425,-0.814053841
A917,360940,708000,-0.814053841
M6(T),415960,296460,-0.813449393
A193,435470,572160,-0.813266097
M5,352150,178250,-0.813235056
A320,499874,149733,-0.81320009
A6,349760,486000,-0.813072307
A485,255000,245812,-0.812854188
A697,353140,650300,-0.81263607
A288,463604,98986,-0.811945956
A8,324750,673690,-0.811945956
A8,325000,673750,-0.811945956
A14,613400,247680,-0.811757434
A14,613492,248014,-0.811757434
A14,613510,247868,-0.811757434
A721,273400,660000,-0.811747935
A475,230554,240590,-0.811654536
A6177,416100,434740,-0.811615921
A5199,464175,284418,-0.811545476
A666,368300,427800,-0.8114179
A75,211700,559200,-0.811224923
A830,212120,776100,-0.811173924
A149,589145,344015,-0.81089112
A713,264125,578300,-0.810782061
A981,397400,862900,-0.810782061
A466,350870,215000,-0.810563942
A866,150000,932360,-0.810563942
A4110,343870,260000,-0.810454883
A932,351800,751200,-0.810454883
M6Toll,415960,296460,-0.810175891
A487,175440,225550,-0.810018646
A4061,295000,195700,-0.809800527
A307,518000,174920,-0.809701717
A488,328730,272293,-0.809691468
A699,350000,628050,-0.809691468
A814,246800,672880,-0.80925523
A82,214900,777650,-0.809254633
A75,275350,562200,-0.809041629
A560,389220,390480,-0.808843626
A965,331800,1012480,-0.808709934
A377,270000,109620,-0.808273696
A698,376700,637700,-0.8077284
A3121,265000,53525,-0.807510281
A488,332620,295380,-0.807510281
A488,332890,293000,-0.807510281
A488,336508,302996,-0.807510281
A87,165000,823130,-0.807231092
A525,364500,343100,-0.807183103
A696,386200,595000,-0.807074044
A909,316510,692750,-0.806929422
A487,250000,343150,-0.806911585
A4069,269568,228616,-0.806855925
A6105,391100,655900,-0.806855925
A1101,553210,293000,-0.806746866
A1101,553300,290000,-0.806746866
A400,529830,181340,-0.806665394
A400,529864,181203,-0.806665394
A75,242000,564900,-0.806325824
A98,374500,862250,-0.806201569
A6033,400000,431200,-0.805874391
A6033,403500,435430,-0.805874391
A917,360660,708500,-0.805765332
A3124,254000,116550,-0.805547213
A741,250900,668000,-0.805543274
A741,251250,668560,-0.805543274
A47,599750,312380,-0.805527057
A478,215200,227400,-0.805438154
A478,217650,230000,-0.805438154
A38,437110,344430,-0.805367304
A913,335000,716500,-0.805001916
A5,459973,266998,-0.804941296
A1084,510000,404520,-0.804892857
A155,535000,362750,-0.804892857
A836,304700,968970,-0.804892857
A6066,388000,421600,-0.804553168
A260,623430,136570,-0.804487161
A1077,512000,414920,-0.804347561
A76,260000,615500,-0.804036027
A487,256000,340140,-0.803769772
A200,533400,179860,-0.80362907
A489,332300,291950,-0.803584145
A891,266000,676420,-0.803584145
M621,424290,428000,-0.803375582
A938,289895,823163,-0.803256967
M80,279019,679374,-0.803044335
A841,201000,636600,-0.803038849
B1009,571529,204600,-0.802922005
B1016,591650,184570,-0.802922005
B1077,616690,245697,-0.802922005
B108,533970,183750,-0.802922005
B1150,623455,311242,-0.802922005
B140,537802,182406,-0.802922005
B161,540326,185869,-0.802922005
B2000,573571,176104,-0.802922005
B2006,590512,163903,-0.802922005
B2098,573346,107455,-0.802922005
B2116,527629,116615,-0.802922005
B2116,531465,115300,-0.802922005
B2182,574594,107949,-0.802922005
B258,553178,171164,-0.802922005
B290,522621,157476,-0.802922005
B3007,486093,150421,-0.802922005
B3020,493645,167863,-0.802922005
B3082,388201,107173,-0.802922005
B3159,366818,84296,-0.802922005
B3369,404190,89252,-0.802922005
B4073,385642,215038,-0.802922005
B4129,403920,285308,-0.802922005
B4188,388033,278388,-0.802922005
B4296,259138,200763,-0.802922005
B4325,196608,205005,-0.802922005
B4455,441075,272482,-0.802922005
B4487,320176,177446,-0.802922005
B4591,326528,188985,-0.802922005
B4596,331784,188678,-0.802922005
B5071,370287,351983,-0.802922005
B5085,383640,379050,-0.802922005
B5101,330409,351681,-0.802922005
B5166,377585,392305,-0.802922005
B5166,384120,387420,-0.802922005
B5171,341130,385305,-0.802922005
B5232,373651,403045,-0.802922005
B6067,442200,389000,-0.802922005
B6068,433928,382243,-0.802922005
B6085,438816,388329,-0.802922005
B6123,425710,426934,-0.802922005
B6132,435898,412150,-0.802922005
B6135,422603,428817,-0.802922005
B6143,404255,439278,-0.802922005
B6154,425103,433348,-0.802922005
B6163,435000,456000,-0.802922005
B6265,402064,444464,-0.802922005
B6316,420900,559000,-0.802922005
B6468,395598,393695,-0.802922005
A706,299600,681100,-0.802836985
M6(T),420430,286920,-0.802791028
A4111,330000,253000,-0.802711671
A38,420340,318170,-0.80270475
A3072,265000,100530,-0.802384493
A6,353409,499993,-0.802384493
A6050,397450,404000,-0.802384493
A6050,397575,403501,-0.802384493
A486,240380,253280,-0.802275433
A525,319000,351780,-0.802275433
A710,284200,556500,-0.802166374
A452,428970,272000,-0.802044901
A70,304430,656500,-0.801402959
M4,274900,192220,-0.801232218
A489,340000,287500,-0.801075781
A824,293555,712000,-0.801075781
A912,316900,710000,-0.801075781
A90,409800,852140,-0.800840962
M6Toll,420430,286920,-0.80070612
A3072,286800,103000,-0.800639543
A816,185000,723230,-0.800530484
A815,218500,679200,-0.800203306
A1211,533400,181370,-0.799998683
A716,208250,553700,-0.799985187
A195,429800,561450,-0.799866669
A6177,378400,422820,-0.799800662
A458,322000,307576,-0.799616188
A831,249400,830330,-0.799330831
A81,257200,701200,-0.799221772
A913,328800,718430,-0.799221772
A40,195300,236670,-0.799190179
A5199,464100,284360,-0.799003653
A81,253400,693400,-0.798676475
A386,250000,114700,-0.798567416
A470,310090,242845,-0.798018655
M8,252090,666750,-0.797549529
A413,470000,241900,-0.797367763
A498,258820,348000,-0.797367763
A58,394100,416440,-0.797028366
A647,428400,433380,-0.796896352
A5154,224680,382400,-0.796830345
A30,140000,27559,-0.796822467
A497,259710,338441,-0.796740629
A4971,256640,339330,-0.796740629
A642,436158,428000,-0.796434303
A117,543330,179840,-0.796170275
A2204,543180,179330,-0.796170275
A737,229930,643650,-0.796085082
A981,399270,865750,-0.795708226
A669,400141,404000,-0.795576212
A478,215650,227660,-0.795186577
A6142,407200,424000,-0.795114162
A3021,450250,95640,-0.795048155
A3021,450350,95550,-0.795048155
A38,420330,318540,-0.794930093
A445,428400,265130,-0.79471812
A46,452720,305500,-0.794344331
A11,566950,266330,-0.794237829
A498,255600,340000,-0.794095983
A817,226550,690430,-0.794095983
M621,429870,432230,-0.794061691
A1101,560000,286360,-0.793768805
A1101,567290,279000,-0.793768805
A5046,334140,390600,-0.793728015
A68,398400,570000,-0.793114449
A911,319400,701500,-0.79300539
A96,338400,854900,-0.792746798
A470,319100,174700,-0.792737909
A975,400000,825590,-0.792569153
A504,522050,188160,-0.792539888
A504,522100,188060,-0.792539888
A529,368800,330075,-0.792460093
A134,599160,227000,-0.792407874
A4104,380000,239900,-0.792351034
A19,445350,521910,-0.792244286
A525,374000,342400,-0.792241975
A525,375025,343000,-0.792241975
A912,323440,709300,-0.792241975
A388,236000,84848,-0.791914797
A91,309700,704000,-0.791914797
A631,505260,390000,-0.791696678
A83,217300,711260,-0.791522023
A970,441350,1162680,-0.791260441
A3008,514000,169570,-0.790889712
A6,384560,398360,-0.790823705
A67,400000,514154,-0.790715144
A168,441100,457320,-0.790606085
A470,300000,215228,-0.790563504
A5104,308690,345343,-0.790497026
A6008,457150,340200,-0.790427663
A3072,285000,101320,-0.790278907
A4113,329900,272213,-0.790169848
A933,359300,751600,-0.790169848
A937,372000,771750,-0.790169848
A75,270000,558300,-0.789977742
A77,225900,608300,-0.789817989
A68,355600,643100,-0.789764738
A4080,236510,376900,-0.78973361
A465,331020,215000,-0.789711487
A4077,322000,217670,-0.789624551
A4077,324400,215000,-0.789624551
A438,313640,234690,-0.789515492
M6,409100,290300,-0.789404746
M6,409460,290300,-0.789404746
M6,409500,290280,-0.789404746
A548,292890,370700,-0.789079254
A1018,439770,556500,-0.788975508
A487,255770,371000,-0.788952175
A106,538200,186150,-0.788909501
A6137,348000,678100,-0.788861136
A50,390750,343390,-0.7888346
A1384,653000,290520,-0.788645473
A401,530110,181400,-0.788579466
A4081,306000,262101,-0.788533958
M181,486000,409000,-0.788352549
A4063,286500,195640,-0.788315839
A6075,475000,371640,-0.788315839
A5038,334567,390656,-0.788117417
A60,457600,340170,-0.788117417
A496,270000,319460,-0.78809772
A1,326000,674080,-0.78805141
A6,348000,462200,-0.787985403
A388,240000,112600,-0.787552424
M80,280460,688600,-0.787378293
A6075,470000,369600,-0.787225246
A94,330810,745500,-0.787225246
A94,335200,747200,-0.787225246
A494,312713,358227,-0.787155435
A981,388800,847000,-0.787116186
A5004,405250,373880,-0.787061304
A628,420000,401530,-0.787007127
A75,268600,557000,-0.78688918
A554,328500,392410,-0.786533248
A577,349000,407260,-0.786467241
A6105,395000,655280,-0.786134652
A858,133200,928200,-0.785807474
A91,300800,701800,-0.785807474
A14,613320,245160,-0.785717656
A78,220200,660000,-0.785660065
A90,411000,844350,-0.785611154
A470,302000,209995,-0.785398149
C,233689,673181,-0.785061615
C,240810,663910,-0.785061615
C,248942,58168,-0.785061615
C,250936,53227,-0.785061615
C,258322,372605,-0.785061615
C,259840,188390,-0.785061615
C,274580,189533,-0.785061615
C,274897,66035,-0.785061615
C,285747,377875,-0.785061615
C,288800,62680,-0.785061615
C,290650,67592,-0.785061615
C,296730,169090,-0.785061615
C,301901,82428,-0.785061615
C,302008,201961,-0.785061615
C,312372,168328,-0.785061615
C,313654,176530,-0.785061615
C,315058,198616,-0.785061615
C,329194,368488,-0.785061615
C,330054,673383,-0.785061615
C,331853,138190,-0.785061615
C,342373,386728,-0.785061615
C,350443,381746,-0.785061615
C,352131,376974,-0.785061615
C,358036,174704,-0.785061615
C,358601,390786,-0.785061615
C,362490,180867,-0.785061615
C,364430,190000,-0.785061615
C,369218,410668,-0.785061615
C,376890,398690,-0.785061615
C,380750,388832,-0.785061615
C,381381,405300,-0.785061615
C,384269,257935,-0.785061615
C,391477,298361,-0.785061615
C,392644,387200,-0.785061615
C,393784,405275,-0.785061615
C,396000,284000,-0.785061615
C,400619,284728,-0.785061615
C,408207,293267,-0.785061615
C,408216,283583,-0.785061615
C,408698,294529,-0.785061615
C,410642,183772,-0.785061615
C,410671,285601,-0.785061615
C,411043,186358,-0.785061615
C,411100,278000,-0.785061615
C,413440,131970,-0.785061615
C,414381,186311,-0.785061615
C,417407,565454,-0.785061615
C,418100,435000,-0.785061615
C,428470,92913,-0.785061615
C,429072,119550,-0.785061615
C,429536,453944,-0.785061615
C,433000,394000,-0.785061615
C,436000,404000,-0.785061615
C,440018,310249,-0.785061615
C,446730,128390,-0.785061615
C,447772,110278,-0.785061615
C,449680,196848,-0.785061615
C,452892,185868,-0.785061615
C,458601,312754,-0.785061615
C,460669,402441,-0.785061615
C,463106,311234,-0.785061615
C,465430,409620,-0.785061615
C,466278,135839,-0.785061615
C,467455,408684,-0.785061615
C,470945,99031,-0.785061615
C,470974,339593,-0.785061615
C,480025,135324,-0.785061615
C,480046,246746,-0.785061615
C,482597,160427,-0.785061615
C,485741,239420,-0.785061615
C,486374,157359,-0.785061615
C,486657,277311,-0.785061615
C,488220,168630,-0.785061615
C,496100,106532,-0.785061615
C,505686,248585,-0.785061615
C,508240,180090,-0.785061615
C,508853,116021,-0.785061615
C,512395,153720,-0.785061615
C,512916,170499,-0.785061615
C,516843,147307,-0.785061615
C,517123,304656,-0.785061615
C,518360,174920,-0.785061615
C,523693,183435,-0.785061615
C,525737,170126,-0.785061615
C,529165,152935,-0.785061615
C,529777,164002,-0.785061615
C,532453,164603,-0.785061615
C,532832,343898,-0.785061615
C,534343,272022,-0.785061615
C,535633,169296,-0.785061615
C,535890,103720,-0.785061615
C,537970,163240,-0.785061615
C,538055,270910,-0.785061615
C,538072,138712,-0.785061615
C,540226,265863,-0.785061615
C,542900,167639,-0.785061615
C,548267,100301,-0.785061615
C,552829,156140,-0.785061615
C,558104,195906,-0.785061615
C,558345,126921,-0.785061615
C,558435,195796,-0.785061615
C,561338,98441,-0.785061615
C,561500,103543,-0.785061615
C,565630,171960,-0.785061615
C,569982,270689,-0.785061615
C,575225,194633,-0.785061615
C,578925,205655,-0.785061615
C,581356,115382,-0.785061615
C,586230,185608,-0.785061615
C,592457,174382,-0.785061615
C,592822,185366,-0.785061615
C,606130,259700,-0.785061615
C,614430,245920,-0.785061615
C,614582,242153,-0.785061615
C,615718,216384,-0.785061615
C,617491,214448,-0.785061615
C,623650,245567,-0.785061615
C,642650,290185,-0.785061615
C1037,340881,553406,-0.785061615
C133,401507,379984,-0.785061615
C148,409695,551711,-0.785061615
c4605,456635,297327,-0.785061615
C626,652012,304592,-0.785061615
C64,399125,95775,-0.785061615
C705,378912,423452,-0.785061615
C77,510089,200850,-0.785061615
C98,580980,165540,-0.785061615
U41720,388923,264566,-0.785061615
A82,236200,727400,-0.784865639
M8,257381,664134,-0.784864711
A521,401000,344060,-0.784817065
A70,291570,642800,-0.784716881
A4115,210000,211700,-0.784607822
A84,271730,702300,-0.784546132
A66,425000,512000,-0.784494494
A702,320000,659940,-0.784333128
A823,308840,690000,-0.784280644
A490,320000,312472,-0.784171584
A716,207140,557000,-0.784062525
A79,234200,620000,-0.78402498
A40,276507,234376,-0.783853868
A1156,616780,244400,-0.783562931
A388,244970,120000,-0.783517228
A444,436370,291800,-0.783232896
M8,257833,664467,-0.783169505
A6108,411522,490000,-0.782971932
A815,216300,673990,-0.782644754
A76,290000,591560,-0.78246934
