Road,S Ref E,S Ref N,FdCar,Score
A167M,425050,565380,60479,6.141042654
A361,425100,212000,10492,1.065358546
A167M,425160,564060,38628,3.92229031
A167,425165,564080,9657,0.980572577
A689,425170,529200,9013,0.915180764
A1068,425250,587000,3512,0.35660877
A167,425250,563890,48285,4.902862887
A4,425260,167750,7099,0.720833046
A167M,425260,564350,59798,6.071893858
A184,425300,563000,12460,1.265189429
A167,425330,563760,48285,4.902862887
A167M,425350,564830,60479,6.141042654
A167M,425350,565380,39677,4.028805857
A184,425420,563430,14673,1.489897632
A1,425425,495266,30904,3.137994712
A1068,425440,584000,9106,0.924623992
A1068,425440,585500,3898,0.395803242
A417,425500,196980,2322,0.235776072
A30,425520,135400,2956,0.300152484
A444,425521,322239,13391,1.359723246
A184,425552,563000,7571,0.768759965
A184,425560,563450,4129,0.419259001
A3400,425570,244000,5449,0.55329191
A1068,425580,581800,7180,0.729057793
A27,425590,123520,5993,0.608529715
A197,425600,587760,11117,1.128821098
A189,425620,568500,11896,1.207920822
A184,425620,563530,8257,0.838416462
A1068,425630,582250,10108,1.026367155
A189,425679,569000,11896,1.207920822
A452,425700,274535,8257,0.838416462
A189,425700,568260,11896,1.207920822
A167,425714,563364,37519,3.809682358
A184,425740,563330,37463,3.803996114
A429,425780,245000,9907,1.005957598
A44,425800,229960,3074,0.312134214
A167,425800,560000,11785,1.196649873
A625,425817,377862,2181,0.22145892
A1171,425820,577565,9887,1.003926796
A422,425830,250000,4468,0.453681089
M4,425850,179410,62973,6.39428362
A1(M),425850,517000,28776,2.921917416
A5132,425882,329938,4340,0.440683958
A36,425900,120000,8948,0.908580659
A1171,425910,578500,8997,0.913556123
M62,426000,426200,64726,6.572283385
A191,426000,568200,11305,1.147910634
A619,426000,372230,11462,1.163852427
A690,426000,541700,16297,1.654798726
A444,426000,320935,13299,1.350381558
A167,426000,543000,20206,2.051718909
A62,426000,430000,7082,0.719106865
A342,426000,151000,4611,0.468201321
A196,426000,585350,9050,0.918937747
A1171,426000,576690,8532,0.866339985
A68,426000,518900,12806,1.300322298
A193,426000,581900,6018,0.611068217
A688,426000,533540,13072,1.327331959
A197,426005,587930,11970,1.215434788
A6,426100,365000,10524,1.068607829
A1058,426100,565930,39677,4.028805857
A5121,426105,326092,15435,1.567271175
A189,426160,572000,15570,1.580979086
A1171,426198,574842,12616,1.281029682
A189,426220,571000,21990,2.232866416
A1171,426270,575250,12621,1.281537382
A167,426290,541500,13384,1.359012465
A690,426300,542020,10088,1.024336353
A436,426300,228000,3956,0.401692567
A1171,426303,575534,13869,1.408259405
A6187,426381,380458,4129,0.419259001
A429,426400,248000,5946,0.603757331
A167,426400,540000,12058,1.224370316
A511,426410,323030,13270,1.347436896
A167,426460,558000,17063,1.732578429
M621,426500,429600,34580,3.511256056
A38,426500,326910,42978,4.363989669
A68,426500,517820,12507,1.269961813
A1056,426500,571720,11164,1.133593482
A192,426510,578840,10938,1.110645423
A167,426550,539000,15438,1.567575795
A177,426560,540000,6700,0.680318553
A660,426560,442000,12149,1.233610463
A188,426600,570000,19429,1.972822264
A1171,426648,574774,6758,0.686207878
A46,426660,265000,45203,4.589916353
A19,426700,574700,20615,2.093248802
A52,426733,340796,8646,0.877915554
A186,426790,564000,7024,0.71321754
A637,426800,414680,9336,0.947978211
A6187,426800,379750,2139,0.217194237
A625,426800,379200,4140,0.420375942
A50,426926,330723,30216,3.068135135
A66,426950,512684,14774,1.50015318
A6110,426980,431640,23462,2.382333418
A3400,426991,234872,3182,0.323100543
A193,427000,564670,18080,1.835844693
A422,427000,248900,3960,0.402098727
A690,427000,542670,13409,1.361550967
A691,427000,543000,24265,2.463870104
M40,427000,262255,79753,8.098126206
A196,427000,585900,12099,1.228533459
A650,427000,426560,16294,1.654494106
A6029,427000,426400,5876,0.596649525
A338,427000,160600,1385,0.140633014
A660,427000,440000,14165,1.43831527
A688,427000,533880,12956,1.31555331
A343,427000,136870,5514,0.559892015
M42,427000,304700,44787,4.547675679
A452,427000,273870,7641,0.775867771
A1147,427000,585590,7038,0.714639101
A67,427000,513620,8971,0.910916081
A642,427000,417450,8904,0.904112895
A167,427000,557110,8165,0.829074774
A693,427000,552700,16724,1.698156341
A6187,427000,380500,3366,0.341783918
A66,427050,512570,14774,1.50015318
A188,427065,568260,14870,1.509901028
A1068,427080,590000,3769,0.382704571
A429,427087,259113,9722,0.987172683
A189,427100,574000,12165,1.235235105
A1147,427100,585000,6341,0.643865664
A188,427120,568000,14870,1.509901028
A188,427140,566000,11764,1.194517531
A189,427140,573545,12165,1.235235105
A192,427156,578927,826,0.083872108
A190,427180,573500,6786,0.689051
A653,427200,425180,11535,1.171264853
A192,427203,578879,453,0.045997657
A616,427210,398910,8629,0.876189373
A342,427210,150620,8976,0.911423781
A429,427220,263000,6882,0.698798848
A636,427240,413850,11368,1.154307659
A167,427250,555000,8973,0.911119161
A444,427300,319500,13076,1.32773812
A167,427350,550000,24378,2.475344133
A193,427360,565000,12344,1.253410779
A189,427360,575500,32206,3.2701999
A167,427366,553258,8973,0.911119161
A192,427380,578930,8614,0.874666271
A690,427400,542620,35128,3.566900021
A38,427448,327708,42978,4.363989669
A177,427450,541500,8645,0.877814014
A30,427500,135000,2956,0.300152484
A191,427500,568540,14242,1.446133856
A68,427500,516000,13744,1.395566895
A4189,427500,264420,5925,0.601624989
A196,427500,587830,11010,1.117956309
A625,427520,380450,2433,0.247047021
A6110,427550,431240,32540,3.304114287
A643,427560,429830,11505,1.16821865
A189,427600,576330,864,0.087730631
A189,427670,575970,2160,0.219326578
A693,427673,552510,12912,1.311085546
A1,427700,557000,73097,7.422275416
A177,427700,541630,8559,0.869081567
A6110,427730,430820,26207,2.661060944
A189,427732,577200,31150,3.162973572
A67,427750,512890,8163,0.828871694
A189,427760,578600,30679,3.115148193
A167,427780,551870,29095,2.954308703
A190,427800,573870,6786,0.689051
A1056,427800,572030,12269,1.245795273
A6110,427900,430400,34840,3.537656477
A6055,427915,490271,3090,0.313758855
A1(M),427939,490440,1503,0.152614744
A189,427940,590000,6556,0.665696781
A425,427950,265200,13185,1.338805989
A167,427950,535000,10680,1.084448082
A653,427960,426000,18212,1.849247984
A429,427975,264636,10711,1.087595825
A1,427975,490767,1545,0.156879428
A6055,427976,490535,3005,0.305127948
A1(M),427997,490378,30904,3.137994712
A167,428000,510910,6271,0.636757858
A186,428000,563600,7055,0.716365283
A193,428000,581420,5422,0.550550328
A452,428000,273190,3888,0.394787841
A68,428000,515050,15612,1.585243769
A46,428000,266800,47742,4.847726623
A1058,428000,566800,51403,5.219464865
A177,428000,541585,13085,1.328651981
A1(M),428000,553600,74139,7.528080182
A1(M),428000,520450,35469,3.601525189
A58,428000,432300,9501,0.964732325
A187,428000,565180,7265,0.7376887
A647,428000,433570,23807,2.417364746
A192,428000,578900,9722,0.987172683
A62,428000,432000,10860,1.102725297
A184,428000,562340,29272,2.972281297
M621,428000,431430,47822,4.855849829
A40,428000,210400,14882,1.511119509
A167,428000,512803,12676,1.287122087
A193,428000,565500,9542,0.968895468
A643,428000,431100,12760,1.295651454
A45,428000,281500,30961,3.143782497
A638,428000,421660,20249,2.056085132
A5132,428000,328700,3575,0.363005795
A5132,428000,328620,6495,0.659502836
M6,428000,285600,82458,8.372792129
A19,428000,573700,30115,3.057879587
A514,428000,319100,11442,1.161821625
A197,428007,588213,10572,1.073481753
A189,428030,580000,33833,3.435405614
A1(M),428034,490464,1503,0.152614744
A1,428043,490769,1545,0.156879428
A1061,428050,578480,14221,1.444001514
A1231,428050,556650,36820,3.738705841
A6110,428100,430000,27817,2.824540477
A1147,428100,582450,3547,0.360162673
A621,428123,375221,4631,0.470232122
A516,428157,332934,14429,1.465121852
A429,428186,264830,9240,0.938230363
A6055,428206,490595,3005,0.305127948
A1231,428220,556900,36820,3.738705841
A684,428230,489500,7383,0.74967043
A5132,428250,328590,3655,0.371129002
A511,428250,322260,12333,1.252293838
A189,428250,582100,27591,2.801592418
A684,428250,489390,1006,0.102149323
A38,428260,328724,37881,3.846439868
A1(M),428270,556550,50567,5.134577356
A425,428286,265052,8959,0.9096976
A342,428301,150000,7555,0.767135324
A1(M),428343,520885,35469,3.601525189
A1(M),428362,554391,74139,7.528080182
A1(M),428370,554843,61442,6.238825754
A194,428370,556365,16234,1.648401701
A6110,428380,429450,16990,1.725166003
A647,428400,433380,3116,0.316398897
A445,428400,265130,3149,0.31974972
A167,428400,513750,14070,1.428668962
A193,428450,581600,13828,1.404096262
A1(M),428482,554571,17417,1.768523618
A425,428490,264920,23510,2.387207341
A4095,428500,200000,2163,0.219631199
A58,428500,432630,11867,1.20497616
A6110,428500,429640,8479,0.86095836
A65,428500,433960,26695,2.710612504
A181,428500,542750,13657,1.386732908
A59,428500,456830,9804,0.99549897
A191,428500,568820,13093,1.329464301
A1056,428500,572340,11164,1.133593482
A189,428500,583400,28721,2.916332712
A653,428518,429365,8909,0.904620596
A643,428530,432000,34353,3.488206457
A167,428538,520955,14630,1.485531408
A429,428540,265055,6124,0.621831466
A1(M),428553,521150,35355,3.58994962
A19,428560,572940,30115,3.057879587
A653,428569,428000,34216,3.474295466
A429,428600,265000,8260,0.838721082
A417,428600,195460,5680,0.576747669
A58,428610,432870,54949,5.579525998
A58,428669,433183,67320,6.835678359
A429,428690,265130,16036,1.628296764
A167,428700,529940,2491,0.252936346
A425,428700,264790,25432,2.58236738
A1(M),428700,554580,17417,1.768523618
A417,428700,195570,2514,0.255271768
A58,428700,432690,10725,1.089017386
A1058,428730,567120,51403,5.219464865
A6,428730,361000,10091,1.024640973
A1231,428750,556600,25576,2.596989152
A417,428750,195450,3082,0.312946535
A194,428760,557200,16234,1.648401701
A183,428760,552000,10110,1.026570235
A417,428800,194950,6035,0.612794398
A650,428800,426000,18209,1.848943364
A167,428800,525000,11707,1.188729747
A1056,428800,572470,11164,1.133593482
A58,428820,432600,16665,1.692165476
A637,428830,413500,8639,0.877204773
A68,428839,514828,13376,1.358200145
A31,428840,113385,7891,0.801252792
M27,428850,113440,31566,3.205214247
A58,428880,433400,71566,7.26681755
M62,428900,426400,76626,7.780610368
A429,428900,266000,14153,1.437096789
A186,428940,568750,12851,1.304891601
A167,428950,520000,14630,1.485531408
A1(M),428950,521580,35355,3.58994962
M621,428954,431691,52692,5.350350031
A452,428970,272000,3038,0.308478771
A58,428980,433500,47442,4.817264598
A343,429000,137900,6494,0.659401296
A58M,429000,433500,48435,4.9180939
A452,429000,262152,19659,1.996176483
A184,429000,561770,30709,3.118194396
A425,429000,264360,6517,0.661736718
A195,429000,554650,21989,2.232764876
A444,429011,316175,9156,0.929700996
A429,429050,267000,16609,1.686479232
A5132,429051,328447,6715,0.681841655
A167,429070,516000,14539,1.476291261
A186,429070,568000,14122,1.433949046
A429,429080,273000,6924,0.703063532
A167,429100,514220,16939,1.719987459
A452,429100,271190,19895,2.020139943
A167,429138,514771,21658,2.199155109
A44,429150,227350,5014,0.509121974
A167,429199,514593,28948,2.939382311
A31,429200,113500,18036,1.831376929
A58,429200,433650,61032,6.19719432
A688,429205,534797,13135,1.333728985
A616,429278,398530,14895,1.51243953
A195,429300,554800,21772,2.210730678
A660,429330,435000,15697,1.593874676
A425,429330,263000,5871,0.596141825
A361,429345,220164,3292,0.334269952
A167,429350,517600,16240,1.649010941
A182,429356,557431,12806,1.300322298
A191,429390,569500,18473,1.875749946
A35,429392,108000,3620,0.367575099
A45,429400,280000,21134,2.145948105
A621,429430,378010,8055,0.817905365
A187,429485,565635,8587,0.871924689
A186,429500,566970,9694,0.984329561
A452,429500,270740,17924,1.82000444
M1,429500,423000,82495,8.376549112
A1231,429500,556400,28389,2.882621404
A58M,429512,434199,65543,6.655241633
A35,429529,108093,4727,0.47997997
A189,429530,588500,13143,1.334541305
A193,429550,566265,9542,0.968895468
A6,429599,359466,10129,1.028499496
A194,429600,559000,30271,3.07371984
A182,429600,556800,17952,1.822847562
A621,429628,378400,2706,0.274767463
A637,429640,412030,8639,0.877204773
A190,429671,574567,9635,0.978338696
A337,429695,108000,6683,0.678592372
A46,429700,270000,56466,5.733562303
A658,429730,450000,12917,1.311593247
A337,429750,110000,10487,1.064850846
M1,429776,412010,64372,6.536338196
A637,429790,411000,7112,0.722153067
A35,429800,108200,11821,1.200305316
A61,429800,456000,17548,1.781825369
A195,429800,561450,3071,0.311829594
A444,429800,314100,7214,0.732510156
A189,429800,586300,26297,2.670199552
A6,429830,360000,11244,1.141716689
A195,429890,561000,10114,1.026976395
A184,429950,561420,29773,3.023152879
A660,429951,434211,12281,1.247013754
A420,429964,195191,14403,1.462481809
A970,430000,1178850,306,0.031071265
A35,430000,108200,10497,1.065866247
A40,430000,209710,11822,1.200406856
A57,430000,387100,5050,0.512777417
A336,430000,113400,5478,0.556236572
A425,430000,264900,10591,1.075411015
A650,430000,425120,12637,1.283162024
A659,430000,445300,6122,0.621628386
A690,430000,544380,22881,2.32333863
A1058,430000,567600,39964,4.05794786
A5132,430000,328500,5254,0.533491594
A6120,430000,439030,20810,2.113049119
A19,430000,571200,43301,4.396787116
A61,430000,436500,23286,2.364462363
A181,430000,542300,14011,1.422678097
A182,430000,555400,27037,2.745339213
A197,430000,588860,3499,0.355288749
A338,430000,162300,2357,0.239329975
A429,430000,273800,5210,0.52902383
A444,430000,313000,7214,0.732510156
A635,430000,408040,6032,0.612489778
A4,430000,168030,5133,0.521205244
A59,430000,456750,13352,1.355763183
A61,430000,461700,10422,1.058250741
A187,430000,566040,8587,0.871924689
A445,430000,265700,18247,1.852801887
A628,430000,405780,10547,1.070943251
A654,430000,427030,7111,0.722051527
A4114,430000,280500,25566,2.595973751
A1290,430000,557690,7431,0.754544354
A971,430000,1152400,491,0.049856181
A193,430000,581960,15195,1.542901555
A195,430000,560600,9112,0.925233232
A343,430000,139200,7542,0.765815303
A638,430000,420580,18636,1.892300979
A66,430000,512398,17866,1.814115115
M42,430000,308680,44787,4.547675679
A185,430000,562530,8793,0.892841946
A186,430000,566300,3565,0.361990394
A337,430000,93930,13770,1.398206937
A637,430000,410300,6739,0.684278617
A689,430000,528620,12262,1.245084493
A6101,430000,387480,2485,0.252327105
M40,430000,260770,58268,5.916537532
A30,430000,134950,2682,0.272330501
A1150,430000,517100,12365,1.255543121
A31,430000,114100,2571,0.261059552
A177,430000,539300,7744,0.7863264
A684,430000,490778,7383,0.74967043
A6102,430000,394260,7814,0.793434205
A653,430000,430966,11066,1.123642554
A1231,430000,556595,31888,3.237910153
A616,430000,398900,14895,1.51243953
A36,430000,118530,8948,0.908580659
M1,430000,423890,82495,8.376549112
A195,430000,561380,5895,0.598578787
A621,430000,379330,4035,0.409714233
A452,430012,261811,13124,1.332612044
A58M,430012,434433,61764,6.271521661
A58,430023,434170,10050,1.02047783
A653,430030,432600,31835,3.232528529
A417,430035,195200,4758,0.483127713
A511,430037,321174,12295,1.248435315
A452,430051,270204,23951,2.431986518
A636,430060,416300,14079,1.429582823
A625,430060,381960,2937,0.298223223
A615,430070,360000,10466,1.062718504
A1061,430080,578710,17229,1.749434083
A1(M),430100,543500,54155,5.498903172
A653,430100,432200,16731,1.698867122
A452,430108,263058,21908,2.224540129
A35,430114,107860,9794,0.994483569
A38,430138,331161,40465,4.108819442
A337,430150,105000,11248,1.142122849
A192,430150,575620,10326,1.048502893
A629,430150,400000,6664,0.67666311
A1(M),430155,523913,35355,3.58994962
A514,430158,319719,13075,1.32763658
A194,430164,559898,30271,3.07371984
A61,430170,455000,10912,1.108005381
M1,430180,414300,64372,6.536338196
A195,430200,561470,3629,0.36848896
A191,430200,569850,16113,1.636115351
M621,430260,431970,47493,4.822443142
A1(M),430290,550460,52881,5.369541107
A61,430300,450000,12523,1.271586454
A193,430300,566470,6543,0.66437676
A337,430330,100000,8117,0.82420085
A632,430350,360000,5168,0.524759147
A184,430350,561440,30200,3.066510494
A182,430350,554500,25259,2.564800946
A195,430360,559950,7154,0.726417751
